"Dewey classification","BL record ID","Type of resource","Content type","Material type","BNB number","Archival Resource Key","ISBN","Name","Dates associated with name","Type of name","Role","All names","Title","Variant titles","Series title","Number within series","Country of publication","Place of creation/publication","Publisher","Date of creation/publication","Edition","Physical description","BL shelfmark","Topics","Genre","Languages","Notes","Provenance"
"823.809","019112916","Monograph","Language material ; Text","Online resource","GBB8K8380","","9780748694594 ; 9781322059839","Staten, Henry","1946-","person","author","Staten, Henry, 1946-, author [person]","Spirit Becomes Matter : the Brontë̈s, George Eliot, Nietzsche","","Edinburgh critical studies in Victorian culture","","Scotland","Edinburgh","Edinburgh University Press","2014","","1 online resource (ix, 189 pages)","ELD.DS.350131","Brontë, Emily, 1818-1848 ; Brontë, Charlotte, 1816-1855 ; LITERARY CRITICISM--European--English, Irish, Scottish, Welsh ; English fiction--19th century--History and criticism--Theory, etc ; Nietzsche, Friedrich Wilhelm, 1844-1900 ; Eliot, George, 1819-1880 ; Literary studies: fiction, novelists & prose writers","Criticsm and interpretation","English","",""
"823.809","019210987","Monograph","Language material ; Text","Volume","GBB909893","","9781526361066","Doherty, Anna","","person","author","Doherty, Anna, author [person]","The Brontës : the fantastically feminist (and totally true) story of the astonishing authors","","","","England","London","Wren & Rook","2019","","1 volume, 27 cm","","Brontë, Emily, 1818-1848--Juvenile literature ; Brontë, Charlotte, 1816-1855--Juvenile literature ; English fiction--19th century--History and criticism--Juvenile literature ; Brontë, Anne, 1820-1849--Juvenile literature","Children's literature","English","Additional physical form: ebook version. 9781526361080",""
"823.809","019212981","Monograph","Language material ; Text","Online resource (ebook)","GBB911887","","9781526361080","Doherty, Anna","","person","author","Doherty, Anna, author [person]","The Brontës : the fantastically feminist (and totally true) story of the astonishing authors","","","","England","London","Wren & Rook","2019","","1 online resource","ELD.DS.410520","Brontë, Emily, 1818-1848--Juvenile literature ; Brontë, Charlotte, 1816-1855--Juvenile literature ; English fiction--19th century--History and criticism--Juvenile literature ; Brontë, Anne, 1820-1849--Juvenile literature","Children's literature","English","Additional physical form: Print version. 9781526361066",""
"823.809","019495129","Monograph","Language material ; Still image ; Text","Volume","GBB9D4318","","9781445147321","Manning, Mick","","person","author ; illustrator","Granström, Brita, author ; illustrator [person] ; Manning, Mick, author ; illustrator [person]","The Brontës : children of the Moors : a picture book","","","","England","London","Franklin Watts","2019","","1 volume, illustrations, 30 cm","","Brontë, Emily, 1818-1848--Pictorial works--Juvenile literature ; Authors, English--19th century--Biography--Juvenile literature ; Women authors, English--19th century--Biography--Juvenile literature ; Brontë, Charlotte, 1816-1855--Pictorial works--Juvenile literature ; Brontë, Anne, 1820-1849--Pictorial works--Juvenile literature","Biography ; Children's literature ; Pictorial work","English","",""
"823.8093249332","015438271","Monograph","Language material ; Text","Volume","GBA9B9867","","9781903007037","Ruijssenaars, Eric","","person","author","Brontë Society [organisation] ; Ruijssenaars, Eric, author [person]","Charlotte Bronte's promised land : the Pensionnat Heger and other Bronte places in Brussels","","","","England","Keighley","Bronte Society","2000","","x, 101 pages, illustrations, maps, 25 cm","YK.2010.a.6305","Brontë, Emily, 1818-1848--Homes and haunts--Belgium--Brussels ; Brussels (Belgium)--Intellectual life--19th century ; English--Belgium--Brussels--History--19th century ; Brontë, Charlotte, 1816-1855--Homes and haunts--Belgium--Brussels","","English","",""
"823.809352","013428967","Monograph","Language material ; Text","Volume","","","9780814210161 ; 9780814251522","Ruth, Jennifer","","person","","Ruth, Jennifer [person]","Novel professions : interested disinterest and the making of the professional in the Victorian novel","","Victorian critical interventions","","United States of America","Columbus","Ohio State University Press","2006","","viii, 151 pages, illustrations, 24 cm","YD.2008.a.2502 ; m06/.20447","Professions in literature ; Brontë, Charlotte, 1816-1855 ; Criticism--History--21st century ; Dickens, Charles, 1812-1870 ; English fiction--19th century--History and criticism ; Trollope, Anthony, 1815-1882","","English","",""
"823.809352041","012721138","Monograph","Language material ; Text","Volume","","","9783631315910","Katz, Susanne","1969-","person","author","Katz, Susanne, 1969-, author [person]","Die Darstellung der männlichen Hauptfiguren im Prosawerk der Schwestern Brontë","","Düsseldorfer Beiträge aus Anglistik und Amerikanistik","Band 7 [Düsseldorfer Beiträge aus Anglistik und Amerikanistik]","Germany ; United States of America","Frankfurt am Main ; New York","Lang","1997","","xi, 379 pages, illustrations, 22 cm","YA.2000.a.15551","English fiction--Women authors--History and criticism ; Women and literature--England--History--19th century ; Heroes in literature ; Brontë, Emily, 1818-1848--Characters--Men ; Brontë, Anne, 1820-1849--Characters--Men ; Men in literature ; English fiction--19th century--History and criticism ; Brontë, Charlotte, 1816-1855--Characters--Men","","German","Originally presented as the author's thesis (doctoral) -- Universität Düsseldorf, 1996",""
"823.809352042","006396916","Monographic component part","Language material ; Text","Volume","","","9780820438054","Cervetti, Nancy","1947-","person","author","Cervetti, Nancy, 1947-, author [person]","Scenes of reading : transforming romance in Brontë, Eliot, and Woolf","","Writing about women","volume 24 [Writing about women]","United States of America","New York","Lang","1998","","xii, 173 pages, 24 cm","9364.764500","English fiction--Women authors--History and criticism ; Eliot, George, 1819-1880--Characters--Women ; Women in literature ; Women and literature--England--History--19th century ; Brontë, Charlotte, 1816-1855--Characters--Women ; Woolf, Virginia, 1882-1941--Characters--Women ; English fiction--19th century--History and criticism ; Books and reading in literature","","English","",""
"823.8093522","013429786","Monograph","Language material ; Text","Volume","GBA686744","","9780773459892","Tatum, Karen E. (Karen Elizabeth)","","person","","Tatum, Karen E. (Karen Elizabeth) [person]","Explaining the depiction of violence against women in Victorian literature : applying Julia Kristeva's theory of abjection to Dickens, Brontë, and Braddon","","Studies in British literature","volume 100 [Studies in British literature]","United States of America","Lampeter ; Lewiston, New York","Edwin Mellen","2005","","ii, 199 pages, 24 cm","YC.2007.a.6556 ; m06/.34845","Women in literature ; Braddon, M. E. (Mary Elizabeth), 1835-1915--Characters--Women ; Victims of crimes in literature ; Brontë, Charlotte, 1816-1855 ; Violence in literature ; Abused women in literature ; Dickens, Charles, 1812-1870 ; English fiction--19th century--History and criticism","","English","",""
"823.809353","013544820","Monograph","Language material ; Text","Volume","","","9780820479217","Malane, Rachel Ann","","person","author","Malane, Rachel Ann, author [person]","Sex in mind : the gendered brain in nineteenth-century literature and mental sciences","","Studies in nineteenth-century British literature","volume 22 [Studies in nineteenth-century British literature]","United States of America","New York","Peter Lang","2005","","xiv, 229 pages, 24 cm","8491.155850","Hardy, Thomas, 1840-1928--Knowledge--Psychology ; Brain--Sex differences ; Psychological fiction, English--History and criticism ; Collins, Wilkie, 1824-1889--Knowledge--Psychology ; Sex differences in literature ; Brontë, Charlotte, 1816-1855--Knowledge--Psychology ; English fiction--19th century--History and criticism ; Sex role in literature","","English","",""
"823.8093538","009248269","Monograph","Language material ; Text","Volume","","","9780812234978","Levy, Anita","1955-","person","author","Levy, Anita, 1955-, author [person]","Reproductive urges : popular novel-reading, sexuality, and the English nation","","New cultural studies","","United States of America","Philadelphia, Pennsylvania","University of Pennsylvania Press","1999","","210 pages, illustrations, 23 cm","99/31349 ; YC.1999.a.5322","National characteristics, English, in literature ; Brontë, Charlotte, 1816-1855 ; Wilde, Oscar, 1854-1900 ; Stoker, Bram, 1847-1912 ; Dickens, Charles, 1812-1870 ; Sex in literature ; Fiction--Appreciation--England--History--19th century ; English fiction--19th century--History and criticism ; Popular literature--England--History and criticism ; Books and reading--England--History--19th century","","English","",""
"823.8093548","016151157","Monograph","Language material ; Text","Volume","GBB281281","","9781137007025","Zigarovich, Jolene","1970-","person","","Zigarovich, Jolene, 1970- [person]","Writing death and absence in the Victorian novel : engraved narratives","","","","United States of America","New York","Palgrave Macmillan","2012","","x, 199 pages, illustrations, facsimiles, portraits, 23 cm","YC.2013.a.5252","Death in literature ; Dickens, Charles, 1812-1870--Criticism and interpretation ; Brontë, Charlotte, 1816-1855--Criticism and interpretation ; Collins, Wilkie, 1824-1889--Criticism and interpretation ; English fiction--19th century--History and criticism ; Dead in literature","","English","",""
"823.809355","011997015","Monograph","Language material ; Text","Volume","GB9661252","","9780801431326 ; 9780801482557","Meyer, Susan","1960-","person","","Meyer, Susan, 1960- [person]","Imperialism at home : race and Victorian women's fiction","","Reading women writing","","England","Ithaca, New York ; London","Cornell University Press","1996","","x, 220 pages, 24 cm","96/20777 ; YC.1996.a.4960","English fiction--Women authors--History and criticism ; Women and literature--Great Britain--History--19th century ; English literature--Special subjects--Race relations ; Brontë, Emily, 1818-1848 ; Eliot, George, 1819-1880--Political and social views ; Race in literature ; Brontë, Charlotte, 1816-1855--Political and social views ; English fiction--19th century--History and criticism ; Imperialism in literature","","English","bibliography: p203-212. _ Includes index",""
"823.809355","015544066","Monograph","Language material ; Text","Volume","","","9781604976687","Murray, John Condon","","person","","Murray, John Condon [person]","Technologies of power in the Victorian period : print culture, human labor, and new modes of critique in Charles Dickens's Hard times, Charlotte Brontë's Shirley, and George Eliot's Felix Holt","","","","United States of America","Amherst, New York","Cambria","2010","","x, 163 pages, 23 cm","m10/.17233","Speech in literature ; English literature--Publishing--Great Britain--History--19th century ; Brontë, Charlotte, 1816-1855 ; Books and reading--Great Britain--History--19th century ; Dickens, Charles, 1812-1870 ; Communication and technology--Great Britain--History--19th century ; English fiction--19th century--History and criticism ; Eliot, George, 1819-1880 ; Literature and technology--Great Britain--History--19th century","","English","",""
"823.809355","017625701","Monograph","Language material ; Text","Volume","GBB5G8489","","9781443882187","Balkaya, Mehmet Akif","","person","author","Balkaya, Mehmet Akif, author [person]","The industrial novels : Charlotte Brontë's Shirley, Charles Dickens' Hard times and Elizabeth Gaskell's North and South","","","","England","Newcastle upon Tyne","Cambridge Scholars","2015","","x, 96 pages, 22 cm","YC.2017.a.6046","Dickens, Charles, 1812-1870 ; Brontë, Charlotte, 1816-1855 ; Industrial revolution in literature ; Gaskell, Elizabeth Cleghorn, 1810-1865","","English","",""
"823.8093554","015946662","Monograph","Language material ; Text","Volume","GBB1B8111","","9780230251472","Ward, Ian","1963-","person","author","Ward, Ian, 1963-, author [person]","Law and the Brontes","","","","England","Basingstoke","Palgrave Macmillan","2012","","vi, 195 pages, 23 cm","YC.2013.a.7921","Brontë, Anne, 1820-1849--Criticism and interpretation ; Law in literature ; Law and literature ; Brontë, Charlotte, 1816-1855--Criticism and interpretation ; Brontë, Emily, 1818-1848--Criticism and interpretation","","English","",""
